MARC,DAL - 6,DET - 7,PIT - 6,BUF - 5
DAD,STL - 6,COL - 6,PIT - 6,BUF - 5
MOM,STL - 7,DET - 6,PIT - 5,BUF - 7
JACLYN,DAL - 6,COL - 6,TOR - 6,BOS - 6
STEPHANIE,STL - 5,DET - 4,TOR - 5,BOS - 5
